Sketch,Plane,x,z,y
0,XY,-0.06656216712118698,0.6568892049801969,0.0
0,XY,-0.06908371910471743,0.6574272685593732,0.0
0,XY,-0.0716009231556257,0.6579853192622427,0.0
0,XY,-0.07411362084825449,0.6585633219666829,0.0
0,XY,-0.07662165404056383,0.6591612402948489,0.0
0,XY,-0.07912486488408413,0.6597790366154632,0.0
0,XY,-0.08162309583385072,0.6604166720461841,0.0
0,XY,-0.08411618965831928,0.6610741064560528,0.0
0,XY,-0.08660398944926131,0.6617512984680187,0.0
0,XY,-0.08908633863164023,0.6624482054615448,0.0
0,XY,-0.09156308097346463,0.6631647835752883,0.0
0,XY,-0.09403406059562212,0.6639009877098629,0.0
0,XY,-0.0964991219816893,0.6646567715306759,0.0
0,XY,-0.09895810998771974,0.6654320874708454,0.0
0,XY,-0.10141086985200828,0.6662268867341926,0.0
0,XY,-0.1038572472048312,0.6670411192983151,0.0
0,XY,-0.10629708807816203,0.6678747339177328,0.0
0,XY,-0.1087302389153615,0.6687276781271144,0.0
0,XY,-0.11115654658084231,0.6695998982445798,0.0
0,XY,-0.11357585836970693,0.6704913393750774,0.0
0,XY,-0.11598802201735832,0.6714019454138402,0.0
0,XY,-0.11839288570908311,0.6723316590499165,0.0
0,XY,-0.12079029808960641,0.6732804217697763,0.0
0,XY,-0.12318010827261765,0.6742481738609951,0.0
0,XY,-0.1255621658502668,0.675234854416011,0.0
0,XY,-0.12793632090263093,0.6762404013359586,0.0
0,XY,-0.13030242400714945,0.6772647513345773,0.0
0,XY,-0.13266032624802843,0.6783078399421941,0.0
0,XY,-0.13500987922561306,0.6793696015097814,0.0
0,XY,-0.13735093506572726,0.6804499692130888,0.0
0,XY,-0.13968334642898078,0.681548875056848,0.0
0,XY,-0.1420069665200418,0.6826662498790539,0.0
0,XY,-0.1443216490968766,0.6838020233553158,0.0
0,XY,-0.14662724847995265,0.6849561240032842,0.0
0,XY,-0.14892361956140837,0.6861284791871498,0.0
0,XY,-0.15121061781418454,0.6873190151222145,0.0
0,XY,-0.15348809930112184,0.6885276568795358,0.0
0,XY,-0.15575592068401847,0.6897543283906419,0.0
0,XY,-0.15801393923265228,0.6909989524523198,0.0
0,XY,-0.16026201283376382,0.6922614507314743,0.0
0,XY,-0.16250000000000006,0.6935417437700575,0.0
0,XY,-0.1647277598788194,0.69483975099007,0.0
0,XY,-0.16694515226135698,0.6961553906986323,0.0
0,XY,-0.16915203759124842,0.6974885800931268,0.0
0,XY,-0.17134827697341332,0.6988392352664078,0.0
0,XY,-0.17353373218279672,0.7002072712120836,0.0
0,XY,-0.1757082656730692,0.7015926018298662,0.0
0,XY,-0.17787174058528293,0.7029951399309898,0.0
0,XY,-0.18002402075648583,0.7044147972436993,0.0
0,XY,-0.1821649707282905,0.7058514844188044,0.0
0,XY,-0.18429445575540046,0.7073051110353044,0.0
0,XY,-0.18641234181409,0.7087755856060777,0.0
0,XY,-0.18851849561063935,0.7102628155836409,0.0
0,XY,-0.19061278458972433,0.7117667073659729,0.0
0,XY,-0.1926950769427581,0.7132871663024059,0.0
0,XY,-0.19476524161618775,0.7148240966995828,0.0
0,XY,-0.1968231483197416,0.7163774018274794,0.0
0,XY,-0.1988686675346301,0.717946983925493,0.0
0,XY,-0.20090167052169672,0.719532744208594,0.0
0,XY,-0.20292202932952053,0.7211345828735446,0.0
0,XY,-0.20492961680246982,0.7227523991051791,0.0
0,XY,-0.20692430658870364,0.724386091082749,0.0
0,XY,-0.20890597314812526,0.7260355559863321,0.0
0,XY,-0.21087449176028245,0.7277006900033027,0.0
0,XY,-0.2128297385322176,0.729381388334866,0.0
0,XY,-0.2147715904062648,0.7310775452026532,0.0
0,XY,-0.21669992516779474,0.7327890538553797,0.0
0,XY,-0.21861462145290705,0.7345158065755628,0.0
0,XY,-0.22051555875606793,0.7362576946863016,0.0
0,XY,-0.22240261743769496,0.7380146085581174,0.0
0,XY,-0.22427567873168636,0.7397864376158522,0.0
0,XY,-0.22613462475289645,0.7415730703456289,0.0
0,XY,-0.22797933850455446,0.7433743943018696,0.0
0,XY,-0.2298097038856279,0.745190296114372,0.0
0,XY,-0.2298097038856279,0.745190296114372,0.0
0,XY,-1.4846194077712562,2.0,0.0
0,XY,-1.4846194077712562,2.0,0.0
0,XY,-1.480812055751488,2.0000604149140178,0.0
0,XY,-1.4770085374124684,2.000241598823374,0.0
0,XY,-1.4732126825747542,2.00054336929123,0.0
0,XY,-1.4694283133424062,2.000965422460305,0.0
0,XY,-1.4656592402544542,2.0015073333588327,0.0
0,XY,-1.4619092584480071,2.0021685563284755,0.0
0,XY,-1.4581821438368714,2.0029484255737513,0.0
0,XY,-1.4544816493095267,2.0038461558324374,0.0
0,XY,-1.4508115009502847,2.0048608431662602,0.0
0,XY,-1.4471753942874377,2.0059914658710865,0.0
0,XY,-1.4435769905721758,2.0072368855056912,0.0
0,XY,-1.440019913092017,2.008595848038071,0.0
0,XY,-1.4365077435224627,2.0100669851081516,0.0
0,XY,-1.4330440183205557,2.0116488154056054,0.0
0,XY,-1.429632225163967,2.0133397461614093,0.0
0,XY,-1.4262757994392001,2.0151380747516257,0.0
0,XY,-1.4229781207824475,2.017041990411803,0.0
0,XY,-1.4197425096765846,2.0190495760602585,0.0
0,XY,-1.4165722241077237,2.02115881022842,0.0
0,XY,-1.4134704562846994,2.023367569096273,0.0
0,XY,-1.4104403294247836,2.0256736286308654,0.0
0,XY,-1.4074848946088716,2.028074666825723,0.0
0,XY,-1.4046071277093013,2.0305682660389097,0.0
0,XY,-1.4018099263934027,2.0331519154273914,0.0
0,XY,-1.3990961072057928,2.0358230134752415,0.0
0,XY,-1.3964684027323522,2.038578870613144,0.0
0,XY,-1.3939294588487452,2.0414167119265656,0.0
0,XY,-1.3914818320562454,2.0443336799498573,0.0
0,XY,-1.3891279869075563,2.04732683754348,0.0
0,XY,-1.386870293525216,2.0503931708514562,0.0
0,XY,-1.3847110252150836,2.0535295923360666,0.0
0,XY,-1.3826523561773145,2.0567329438867397,0.0
0,XY,-1.3806963593171235,2.06,0.0
0,XY,-1.3788450041575464,2.063327471027278,0.0
0,XY,-1.3771001548562958,2.0667120064873075,0.0
0,XY,-1.375463568328714,2.070150198439774,0.0
0,XY,-1.3739368924787065,2.0736385849168246,0.0
0,XY,-1.3725216645394434,2.0771736534089755,0.0
0,XY,-1.3712193095254959,2.080751844401909,0.0
0,XY,-1.3700311387979673,2.084369554960607,0.0
0,XY,-1.368958348744063,2.088023142357196,0.0
0,XY,-1.3680020195724314,2.091708927738869,0.0
0,XY,-1.3671631142254828,2.0954231998321773,0.0
0,XY,-1.3664424774097912,2.0991622186799686,0.0
0,XY,-1.3658408347455444,2.1029222194072057,0.0
0,XY,-1.3653587920359058,2.106699416011879,0.0
0,XY,-1.3649968346570232,2.1104900051771853,0.0
0,XY,-1.3647553270692951,2.114290170101151,0.0
0,XY,-1.3646345124503911,2.118096084339823,0.0
0,XY,-1.3646345124503911,2.1219039156601767,0.0
0,XY,-1.3647553270692951,2.1257098298988493,0.0
0,XY,-1.3649968346570232,2.129509994822815,0.0
0,XY,-1.3653587920359058,2.133300583988121,0.0
0,XY,-1.3658408347455444,2.1370777805927945,0.0
0,XY,-1.3664424774097912,2.1408377813200317,0.0
0,XY,-1.3671631142254828,2.144576800167823,0.0
0,XY,-1.3680020195724314,2.1482910722611313,0.0
0,XY,-1.368958348744063,2.151976857642804,0.0
0,XY,-1.3700311387979673,2.155630445039393,0.0
0,XY,-1.3712193095254959,2.1592481555980907,0.0
0,XY,-1.3725216645394434,2.1628263465910247,0.0
0,XY,-1.3739368924787065,2.1663614150831756,0.0
0,XY,-1.375463568328714,2.1698498015602263,0.0
0,XY,-1.3771001548562958,2.173287993512693,0.0
0,XY,-1.3788450041575464,2.176672528972722,0.0
0,XY,-1.3806963593171235,2.18,0.0
0,XY,-1.3826523561773145,2.1832670561132606,0.0
0,XY,-1.3847110252150836,2.186470407663933,0.0
0,XY,-1.386870293525216,2.189606829148544,0.0
0,XY,-1.3891279869075563,2.19267316245652,0.0
0,XY,-1.3914818320562454,2.1956663200501425,0.0
0,XY,-1.3939294588487452,2.198583288073434,0.0
0,XY,-1.3964684027323522,2.201421129386856,0.0
0,XY,-1.3990961072057928,2.2041769865247582,0.0
0,XY,-1.4018099263934027,2.2068480845726084,0.0
0,XY,-1.4046071277093013,2.2094317339610905,0.0
0,XY,-1.4074848946088716,2.2119253331742774,0.0
0,XY,-1.4104403294247836,2.2143263713691343,0.0
0,XY,-1.4134704562846994,2.216632430903727,0.0
0,XY,-1.4165722241077237,2.21884118977158,0.0
0,XY,-1.4197425096765846,2.2209504239397417,0.0
0,XY,-1.4229781207824475,2.222958009588197,0.0
0,XY,-1.4262757994392001,2.224861925248374,0.0
0,XY,-1.429632225163967,2.226660253838591,0.0
0,XY,-1.4330440183205557,2.2283511845943944,0.0
0,XY,-1.4365077435224627,2.2299330148918486,0.0
0,XY,-1.440019913092017,2.2314041519619288,0.0
0,XY,-1.4435769905721758,2.232763114494309,0.0
0,XY,-1.4471753942874377,2.2340085341289133,0.0
0,XY,-1.4508115009502847,2.2351391568337395,0.0
0,XY,-1.4544816493095267,2.236153844167563,0.0
0,XY,-1.4581821438368714,2.237051574426249,0.0
0,XY,-1.4619092584480071,2.2378314436715248,0.0
0,XY,-1.4656592402544542,2.238492666641167,0.0
0,XY,-1.4694283133424062,2.2390345775396954,0.0
0,XY,-1.4732126825747542,2.23945663070877,0.0
0,XY,-1.4770085374124684,2.239758401176626,0.0
0,XY,-1.480812055751488,2.2399395850859825,0.0
0,XY,-1.4846194077712562,2.2399999999999998,0.0
0,XY,-1.4846194077712562,2.2399999999999998,0.0
0,XY,-16.484619407771255,2.2399999999999998,0.0
0,XY,-16.484619407771255,2.2399999999999998,0.0
0,XY,-16.484619407771255,2.6149999999999998,0.0
0,XY,-16.484619407771255,2.6149999999999998,0.0
0,XY,-11.484619407771255,2.6149999999999998,0.0
0,XY,-11.484619407771255,2.6149999999999998,0.0
0,XY,-11.484619407771255,2.9899999999999998,0.0
0,XY,-11.484619407771255,2.9899999999999998,0.0
0,XY,-1.4846194077712562,2.9899999999999998,0.0
0,XY,-1.4846194077712562,2.9899999999999998,0.0
0,XY,-0.2298097038856279,1.495190296114372,0.0
0,XY,-0.2298097038856279,1.495190296114372,0.0
0,XY,-0.22797933850455446,1.4933743943018696,0.0
0,XY,-0.22613462475289645,1.491573070345629,0.0
0,XY,-0.22427567873168636,1.489786437615852,0.0
0,XY,-0.22240261743769496,1.4880146085581174,0.0
0,XY,-0.22051555875606793,1.4862576946863015,0.0
0,XY,-0.21861462145290705,1.4845158065755628,0.0
0,XY,-0.21669992516779474,1.4827890538553796,0.0
0,XY,-0.2147715904062648,1.4810775452026532,0.0
0,XY,-0.2128297385322176,1.479381388334866,0.0
0,XY,-0.21087449176028245,1.4777006900033025,0.0
0,XY,-0.20890597314812526,1.476035555986332,0.0
0,XY,-0.20692430658870364,1.4743860910827489,0.0
0,XY,-0.20492961680246982,1.472752399105179,0.0
0,XY,-0.20292202932952053,1.4711345828735445,0.0
0,XY,-0.20090167052169672,1.469532744208594,0.0
0,XY,-0.1988686675346301,1.467946983925493,0.0
0,XY,-0.1968231483197416,1.4663774018274793,0.0
0,XY,-0.19476524161618775,1.4648240966995827,0.0
0,XY,-0.1926950769427581,1.4632871663024059,0.0
0,XY,-0.19061278458972433,1.4617667073659728,0.0
0,XY,-0.18851849561063935,1.460262815583641,0.0
0,XY,-0.18641234181409,1.4587755856060778,0.0
0,XY,-0.18429445575540046,1.4573051110353044,0.0
0,XY,-0.1821649707282905,1.4558514844188044,0.0
0,XY,-0.18002402075648583,1.4544147972436992,0.0
0,XY,-0.17787174058528293,1.4529951399309897,0.0
0,XY,-0.1757082656730692,1.4515926018298662,0.0
0,XY,-0.17353373218279672,1.4502072712120835,0.0
0,XY,-0.17134827697341332,1.4488392352664077,0.0
0,XY,-0.16915203759124842,1.4474885800931268,0.0
0,XY,-0.16694515226135698,1.4461553906986324,0.0
0,XY,-0.1647277598788194,1.44483975099007,0.0
0,XY,-0.16250000000000006,1.4435417437700575,0.0
0,XY,-0.16026201283376382,1.4422614507314742,0.0
0,XY,-0.15801393923265228,1.4409989524523197,0.0
0,XY,-0.15575592068401847,1.4397543283906418,0.0
0,XY,-0.15348809930112184,1.4385276568795358,0.0
0,XY,-0.15121061781418454,1.4373190151222146,0.0
0,XY,-0.14892361956140837,1.4361284791871498,0.0
0,XY,-0.14662724847995265,1.4349561240032842,0.0
0,XY,-0.1443216490968766,1.4338020233553157,0.0
0,XY,-0.1420069665200418,1.4326662498790539,0.0
0,XY,-0.13968334642898078,1.431548875056848,0.0
0,XY,-0.13735093506572726,1.4304499692130888,0.0
0,XY,-0.13500987922561306,1.4293696015097814,0.0
0,XY,-0.13266032624802843,1.428307839942194,0.0
0,XY,-0.13030242400714945,1.4272647513345773,0.0
0,XY,-0.12793632090263093,1.4262404013359586,0.0
0,XY,-0.1255621658502668,1.4252348544160112,0.0
0,XY,-0.12318010827261765,1.4242481738609951,0.0
0,XY,-0.12079029808960641,1.4232804217697765,0.0
0,XY,-0.11839288570908311,1.4223316590499164,0.0
0,XY,-0.11598802201735832,1.4214019454138402,0.0
0,XY,-0.11357585836970693,1.4204913393750775,0.0
0,XY,-0.11115654658084231,1.4195998982445797,0.0
0,XY,-0.1087302389153615,1.4187276781271143,0.0
0,XY,-0.10629708807816203,1.4178747339177327,0.0
0,XY,-0.1038572472048312,1.417041119298315,0.0
0,XY,-0.10141086985200828,1.4162268867341927,0.0
0,XY,-0.09895810998771974,1.4154320874708453,0.0
0,XY,-0.0964991219816893,1.414656771530676,0.0
0,XY,-0.09403406059562212,1.413900987709863,0.0
0,XY,-0.09156308097346463,1.4131647835752883,0.0
0,XY,-0.08908633863164023,1.4124482054615448,0.0
0,XY,-0.08660398944926131,1.4117512984680187,0.0
0,XY,-0.08411618965831928,1.4110741064560526,0.0
0,XY,-0.08162309583385072,1.4104166720461841,0.0
0,XY,-0.07912486488408413,1.4097790366154634,0.0
0,XY,-0.07662165404056383,1.4091612402948488,0.0
0,XY,-0.07411362084825449,1.4085633219666829,0.0
0,XY,-0.0716009231556257,1.4079853192622427,0.0
0,XY,-0.06908371910471743,1.4074272685593732,0.0
0,XY,-0.06656216712118698,1.4068892049801969,0.0
0,XY,-0.06403642590433814,1.406371162388904,0.0
0,XY,-0.06150665441713328,1.4058731733896201,0.0
0,XY,-0.058973011876188315,1.4053952693243559,0.0
0,XY,-0.05643565774175234,1.4049374802710324,0.0
0,XY,-0.053894751707671586,1.4044998350415894,0.0
0,XY,-0.05135045369133873,1.4040823611801718,0.0
0,XY,-0.048802923823628115,1.4036850849613962,0.0
0,XY,-0.04625232243881762,1.4033080313886968,0.0
0,XY,-0.04369881006449782,1.4029512241927522,0.0
0,XY,-0.041142547411468486,1.4026146858299913,0.0
0,XY,-0.03858369536362417,1.4022984374811813,0.0
0,XY,-0.03602241496782857,1.4020024990500923,0.0
0,XY,-0.03345886742377868,1.4017268891622472,0.0
0,XY,-0.03089321407385938,1.4014716251637476,0.0
0,XY,-0.02832561639298885,1.4012367231201825,0.0
0,XY,-0.025756235978456204,1.4010221978156185,0.0
0,XY,-0.02318523453975048,1.4008280627516676,0.0
0,XY,-0.02061277388838344,1.4006543301466376,0.0
0,XY,-0.018039015927705557,1.4005010109347642,0.0
0,XY,-0.01546412264271624,1.4003681147655223,0.0
0,XY,-0.012888256089868988,1.4002556500030185,0.0
0,XY,-0.010311578386872002,1.4001636237254649,0.0
0,XY,-0.007734251702484894,1.4000920417247331,0.0
0,XY,-0.0051564382463125365,1.4000409085059906,0.0
0,XY,-0.0025783002585956167,1.4000102272874166,0.0
0,XY,1.990051048614449e-17,1.4,0.0
0,XY,0.0,1.4,0.0
0,XY,0.0034999999999999996,1.4,0.0
0,XY,0.0069,1.4001,0.0
0,XY,0.0104,1.4002000000000001,0.0
0,XY,0.0139,1.4002999999999999,0.0
0,XY,0.0174,1.4005,0.0
0,XY,0.0208,1.4006999999999998,0.0
0,XY,0.0243,1.4009,0.0
0,XY,0.027700000000000002,1.4012,0.0
0,XY,0.0312,1.4015,0.0
0,XY,0.034699999999999995,1.4019,0.0
0,XY,0.0381,1.4022,0.0
0,XY,0.0416,1.4027,0.0
0,XY,0.045,1.4031,0.0
0,XY,0.0484,1.4036,0.0
0,XY,0.0519,1.4042,0.0
0,XY,0.0553,1.4047,0.0
0,XY,0.058699999999999995,1.4053,0.0
0,XY,0.0621,1.406,0.0
0,XY,0.0655,1.4067,0.0
0,XY,0.0689,1.4074,0.0
0,XY,0.0723,1.4081,0.0
0,XY,0.0757,1.4089,0.0
0,XY,0.0791,1.4098,0.0
0,XY,0.0824,1.4106,0.0
0,XY,0.0858,1.4115,0.0
0,XY,0.0891,1.4124999999999999,0.0
0,XY,0.0925,1.4134,0.0
0,XY,0.0958,1.4144,0.0
0,XY,0.0991,1.4155000000000002,0.0
0,XY,0.10239999999999999,1.4166,0.0
0,XY,0.1057,1.4177,0.0
0,XY,0.109,1.4187999999999998,0.0
0,XY,0.1122,1.4200000000000002,0.0
0,XY,0.1155,1.4211999999999998,0.0
0,XY,0.11869999999999999,1.4224999999999999,0.0
0,XY,0.122,1.4238,0.0
0,XY,0.1252,1.4251,0.0
0,XY,0.1284,1.4264,0.0
0,XY,0.1316,1.4278,0.0
0,XY,0.13470000000000001,1.4291999999999998,0.0
0,XY,0.1379,1.4307,0.0
0,XY,0.14100000000000001,1.4322,0.0
0,XY,0.1441,1.4337,0.0
0,XY,0.1472,1.4353,0.0
0,XY,0.1503,1.4369,0.0
0,XY,0.1534,1.4385,0.0
0,XY,0.1564,1.4401000000000002,0.0
0,XY,0.1595,1.4418,0.0
0,XY,0.1625,1.4435,0.0
0,XY,0.1625,1.4435,0.0
0,XY,0.19949999999999998,1.4647000000000001,0.0
0,XY,0.23640000000000003,1.4855,0.0
0,XY,0.2734,1.506,0.0
0,XY,0.3104,1.5261,0.0
0,XY,0.3474,1.5457999999999998,0.0
0,XY,0.38430000000000003,1.5652,0.0
0,XY,0.42129999999999995,1.5842000000000003,0.0
0,XY,0.45830000000000004,1.6029000000000002,0.0
0,XY,0.4953,1.6211999999999998,0.0
0,XY,0.5323,1.6392,0.0
0,XY,0.5693,1.6568,0.0
0,XY,0.6063,1.6739999999999997,0.0
0,XY,0.6433,1.6909,0.0
0,XY,0.6802,1.7075,0.0
0,XY,0.7172000000000001,1.7236000000000002,0.0
0,XY,0.7542,1.7395,0.0
0,XY,0.7912,1.7549000000000001,0.0
0,XY,0.8281999999999999,1.77,0.0
0,XY,0.8652,1.7848,0.0
0,XY,0.9022,1.7992000000000001,0.0
0,XY,0.9393,1.8132000000000001,0.0
0,XY,0.9763000000000001,1.8269,0.0
0,XY,1.0132999999999999,1.8402999999999998,0.0
0,XY,1.0503,1.8532,0.0
0,XY,1.0873000000000002,1.8659000000000001,0.0
0,XY,1.1242999999999999,1.8780999999999999,0.0
0,XY,1.1613,1.8900000000000001,0.0
0,XY,1.1984,1.9015999999999997,0.0
0,XY,1.2354,1.9127999999999998,0.0
0,XY,1.2724,1.9236,0.0
0,XY,1.3094,1.9341000000000002,0.0
0,XY,1.3464,1.9442000000000002,0.0
0,XY,1.3835,1.9540000000000002,0.0
0,XY,1.4205,1.9633999999999998,0.0
0,XY,1.4575,1.9725,0.0
0,XY,1.4946,1.9812,0.0
0,XY,1.5316,1.9895,0.0
0,XY,1.5685999999999998,1.9975,0.0
0,XY,1.6057,2.0051,0.0
0,XY,1.6427,2.0124,0.0
0,XY,1.6798,2.0193,0.0
0,XY,1.7167999999999999,2.0259,0.0
0,XY,1.7538999999999998,2.0321,0.0
0,XY,1.7909000000000002,2.0380000000000003,0.0
0,XY,1.828,2.0435000000000003,0.0
0,XY,1.865,2.0485999999999995,0.0
0,XY,1.9021,2.0534,0.0
0,XY,1.9390999999999998,2.0578,0.0
0,XY,1.9761999999999997,2.0618999999999996,0.0
0,XY,1.9761999999999997,2.0618999999999996,0.0
0,XY,1.9761999999999997,1.3119,0.0
